CITY,STATE,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,QUANTITYORDERED_is_outlier,PRICEEACH_is_outlier,SALES_is_outlier,MSRP_is_outlier,QUANTITYORDERED_capped,PRICEEACH_capped,SALES_capped,MSRP_capped
Lyon,Lyon,10227,33,100.0,13,4340.49,Shipped,1,3,2004,Classic Cars,117,S24_2887,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",NOT PROVIDED,69004,France,EMEA,Saveley,Mary,Medium,false,false,false,false,33.0,100.0,4340.49,117.0
Strasbourg,Strasbourg,10241,28,98.65,5,2762.2,Shipped,2,4,2004,Classic Cars,117,S24_2887,Mini Caravy,88.60.1555,"24, place Kluber",NOT PROVIDED,67000,France,EMEA,Citeaux,Frederique,Small,false,false,false,false,28.0,98.65,2762.2,117.0
NYC,NY,10267,43,100.0,2,4645.72,Shipped,3,7,2004,Classic Cars,117,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,10022,USA,NA,Young,Jeff,Medium,false,false,false,false,43.0,100.0,4645.72,117.0
Madrid,Madrid,10279,48,100.0,2,5580.96,Shipped,3,8,2004,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,48.0,100.0,5580.96,117.0
Singapore,Singapore,10288,48,100.0,8,6539.04,Shipped,3,9,2004,Classic Cars,117,S24_2887,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,69045,Singapore,APAC,Victorino,Wendy,Medium,false,false,false,false,48.0,100.0,6539.04,117.0
Liverpool,Liverpool,10302,45,100.0,4,5548.95,Shipped,4,10,2003,Classic Cars,117,S24_2887,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,NOT PROVIDED,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,false,false,false,false,45.0,100.0,5548.95,117.0
Madrid,Madrid,10311,43,100.0,3,4595.41,Shipped,4,10,2004,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,43.0,100.0,4595.41,117.0
Manchester,Manchester,10332,44,42.26,11,1859.44,Shipped,4,11,2004,Classic Cars,117,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,NOT PROVIDED,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,false,false,false,false,44.0,42.26,1859.44,117.0
Las Vegas,NV,10346,24,87.24,5,2093.76,Shipped,4,11,2004,Classic Cars,117,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,NOT PROVIDED,83030,USA,NA,King,Sue,Small,false,false,false,false,24.0,87.24,2093.76,117.0
San Rafael,CA,10368,31,100.0,5,4223.13,Shipped,1,1,2005,Classic Cars,117,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,31.0,100.0,4223.13,117.0
Madrid,Madrid,10380,44,36.29,7,1596.76,Shipped,1,2,2005,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,44.0,36.29,1596.76,117.0
San Jose,CA,10407,59,98.65,5,5820.35,On Hold,2,4,2005,Classic Cars,117,S24_2887,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,NOT PROVIDED,94217,USA,NA,Frick,Sue,Medium,false,false,false,false,59.0,98.65,5820.35,117.0
Chatswood,NSW,10420,55,96.3,8,5296.5,In Process,2,5,2005,Classic Cars,117,S24_2887,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,2067,Australia,APAC,Huxley,Adrian,Medium,false,false,false,false,55.0,96.3,5296.5,117.0
Philadelphia,PA,10109,29,32.1,6,930.9,Shipped,1,3,2003,Classic Cars,37,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,NOT PROVIDED,71270,USA,NA,Hernandez,Rosa,Small,false,false,false,false,29.0,32.1,930.9,37.0
Marseille,Marseille,10122,39,30.96,4,1207.44,Shipped,2,5,2003,Classic Cars,37,S24_2972,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",NOT PROVIDED,13008,France,EMEA,Lebihan,Laurence,Small,false,false,false,false,39.0,30.96,1207.44,37.0
San Rafael,CA,10135,20,35.87,1,717.4,Shipped,3,7,2003,Classic Cars,37,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,20.0,35.87,717.4,37.0
Brickhaven,MA,10147,25,42.67,1,1066.75,Shipped,3,9,2003,Classic Cars,37,S24_2972,Collectables For Less Inc.,6175558555,7825 Douglas Av.,NOT PROVIDED,58339,USA,NA,Nelson,Allen,Small,false,false,false,false,25.0,42.67,1066.75,37.0
Los Angeles,CA,10160,42,37.0,2,1554.0,Shipped,4,10,2003,Classic Cars,37,S24_2972,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,NOT PROVIDED,CA00000,USA,NA,Chandler,Michael,Small,false,false,false,false,42.0,37.0,1554.0,37.0
Montreal,Quebec,10171,36,35.49,4,1277.64,Shipped,4,11,2003,Classic Cars,37,S24_2972,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,NOT PROVIDED,H1J 1C3,Canada,NA,Fresnisre,Jean,Small,false,false,false,false,36.0,35.49,1277.64,37.0
Bergen,Bergen,10181,37,42.67,8,1578.79,Shipped,4,11,2003,Classic Cars,37,S24_2972,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",NOT PROVIDED,N 5804,Norway,EMEA,Oeztan,Veysel,Small,false,false,false,false,37.0,42.67,1578.79,37.0
Nashua,NH,10192,30,30.59,13,917.7,Shipped,4,11,2003,Classic Cars,37,S24_2972,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,NOT PROVIDED,62005,USA,NA,Young,Valarie,Small,false,false,false,false,30.0,30.59,917.7,37.0
Madrid,Madrid,10203,21,37.0,2,777.0,Shipped,4,12,2003,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,21.0,37.0,777.0,37.0
Madrid,Madrid,10212,34,43.42,12,1476.28,Shipped,1,1,2004,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,34.0,43.42,1476.28,37.0
Gensve,Gensve,10225,42,36.63,3,1538.46,Shipped,1,2,2004,Classic Cars,37,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,NOT PROVIDED,1203,Switzerland,EMEA,Holz,Michael,Small,false,false,false,false,42.0,36.63,1538.46,37.0
Oulu,Oulu,10239,20,44.56,2,891.2,Shipped,2,4,2004,Classic Cars,37,S24_2972,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,NOT PROVIDED,90110,Finland,EMEA,Koskitalo,Pirkko,Small,false,false,false,false,20.0,44.56,891.2,37.0
Liverpool,Liverpool,10253,40,42.67,7,1706.8,Cancelled,2,6,2004,Classic Cars,37,S24_2972,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,NOT PROVIDED,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,false,false,false,false,40.0,42.67,1706.8,37.0
Reggio Emilia,Reggio Emilia,10266,34,40.4,8,1373.6,Shipped,3,7,2004,Classic Cars,37,S24_2972,L'ordine Souveniers,0522-556555,Strada Provinciale 124,NOT PROVIDED,42100,Italy,EMEA,Moroni,Maurizio,Small,false,false,false,false,34.0,40.4,1373.6,37.0
Las Vegas,NV,10278,31,38.89,8,1205.59,Shipped,3,8,2004,Classic Cars,37,S24_2972,Signal Gift Stores,7025551838,8489 Strong St.,NOT PROVIDED,83030,USA,NA,King,Sue,Small,false,false,false,false,31.0,38.89,1205.59,37.0
Gensve,Gensve,10287,36,39.65,6,1427.4,Shipped,3,8,2004,Classic Cars,37,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,NOT PROVIDED,1203,Switzerland,EMEA,Holz,Michael,Small,false,false,false,false,36.0,39.65,1427.4,37.0
Oslo,Oslo,10301,48,34.36,10,1649.28,Shipped,4,10,2003,Classic Cars,37,S24_2972,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",NOT PROVIDED,N 0106,Norway,EMEA,Klaeboe,Jan,Small,false,false,false,false,48.0,34.36,1649.28,37.0
Koln,Koln,10310,33,41.91,4,1383.03,Shipped,4,10,2004,Classic Cars,37,S24_2972,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,NOT PROVIDED,50739,Germany,EMEA,Pfalzheim,Henriette,Small,false,false,false,false,33.0,41.91,1383.03,37.0
New Bedford,MA,10321,37,33.23,12,1229.51,Shipped,4,11,2004,Classic Cars,37,S24_2972,FunGiftIdeas.com,5085552555,1785 First Street,NOT PROVIDED,50553,USA,NA,Benitez,Violeta,Small,false,false,false,false,37.0,33.23,1229.51,37.0
Philadelphia,PA,10331,27,42.24,13,1140.48,Shipped,4,11,2004,Classic Cars,37,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,NOT PROVIDED,71270,USA,NA,Hernandez,Rosa,Small,false,false,false,false,27.0,42.24,1140.48,37.0
Melbourne,Victoria,10342,39,40.4,9,1575.6,Shipped,4,11,2004,Classic Cars,37,S24_2972,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,3004,Australia,APAC,Ferguson,Peter,Small,false,false,false,false,39.0,40.4,1575.6,37.0
Madrid,Madrid,10355,36,38.52,4,1386.72,Shipped,4,12,2004,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,36.0,38.52,1386.72,37.0
Pasadena,CA,10367,36,100.0,2,5018.4,Resolved,1,1,2005,Classic Cars,37,S24_2972,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,NOT PROVIDED,90003,USA,NA,Young,Julie,Medium,false,false,false,false,36.0,100.0,5018.4,37.0
Madrid,Madrid,10378,41,100.0,7,5856.85,Shipped,1,2,2005,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,41.0,100.0,5856.85,37.0
San Rafael,CA,10390,37,100.0,5,4894.73,Shipped,1,3,2005,Classic Cars,37,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,37.0,100.0,4894.73,37.0
Strasbourg,Strasbourg,10405,47,44.56,2,2094.32,Shipped,2,4,2005,Classic Cars,37,S24_2972,Mini Caravy,88.60.1555,"24, place Kluber",NOT PROVIDED,67000,France,EMEA,Citeaux,Frederique,Small,false,false,false,false,47.0,44.56,2094.32,37.0
Salzburg,Salzburg,10419,15,42.67,7,640.05,Shipped,2,5,2005,Classic Cars,37,S24_2972,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Small,false,false,false,false,15.0,42.67,640.05,37.0
Kobenhavn,Kobenhavn,10105,44,72.58,4,3193.52,Shipped,1,2,2003,Vintage Cars,88,S24_3151,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,NOT PROVIDED,1734,Denmark,EMEA,Petersen,Jytte,Medium,false,false,false,false,44.0,72.58,3193.52,88.0
Salzburg,Salzburg,10119,35,87.62,13,3066.7,Shipped,2,4,2003,Vintage Cars,88,S24_3151,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Medium,false,false,false,false,35.0,87.62,3066.7,88.0
London,London,10129,41,94.71,4,3883.11,Shipped,2,6,2003,Vintage Cars,88,S24_3151,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,NOT PROVIDED,WX3 6FW,UK,EMEA,Brown,Ann,Medium,false,false,false,false,41.0,94.71,3883.11,88.0
San Rafael,CA,10142,49,98.25,1,4814.25,Shipped,3,8,2003,Vintage Cars,88,S24_3151,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,49.0,98.25,4814.25,88.0
Glendale,CA,10154,31,91.17,2,2826.27,Shipped,4,10,2003,Vintage Cars,88,S24_3151,Boards & Toys Co.,3105552373,4097 Douglas Av.,NOT PROVIDED,92561,USA,NA,Young,Leslie,Small,false,false,false,false,31.0,91.17,2826.27,88.0
Boras,Boras,10167,20,79.66,11,1593.2,Cancelled,4,10,2003,Vintage Cars,88,S24_3151,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,NOT PROVIDED,S-844 67,Sweden,EMEA,Larsson,Maria,Small,false,false,false,false,20.0,79.66,1593.2,88.0
Madrid,Madrid,10177,45,72.58,2,3266.1,Shipped,4,11,2003,Vintage Cars,88,S24_3151,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",NOT PROVIDED,28023,Spain,EMEA,Fernandez,Jesus,Medium,false,false,false,false,45.0,72.58,3266.1,88.0
New Bedford,MA,10185,33,74.35,2,2453.55,Shipped,4,11,2003,Vintage Cars,88,S24_3151,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Small,false,false,false,false,33.0,74.35,2453.55,88.0
Barcelona,Barcelona,10197,47,83.2,8,3910.4,Shipped,4,11,2003,Vintage Cars,88,S24_3151,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",NOT PROVIDED,8022,Spain,EMEA,Saavedra,Eduardo,Medium,false,false,false,false,47.0,83.2,3910.4,88.0
Lyon,Lyon,10208,20,89.4,2,1788.0,Shipped,1,1,2004,Vintage Cars,88,S24_3151,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",NOT PROVIDED,69004,France,EMEA,Saveley,Mary,Small,false,false,false,false,20.0,89.4,1788.0,88.0
San Diego,CA,10222,47,70.81,14,3328.07,Shipped,1,2,2004,Vintage Cars,88,S24_3151,Collectable Mini Designs Co.,7605558146,361 Furth Circle,NOT PROVIDED,91217,USA,NA,Thompson,Valarie,Medium,false,false,false,false,47.0,70.81,3328.07,88.0
Newark,NJ,10233,40,94.71,2,3788.4,Shipped,1,3,2004,Vintage Cars,88,S24_3151,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,NOT PROVIDED,94019,USA,NA,Brown,William,Medium,false,false,false,false,40.0,94.71,3788.4,88.0
NYC,NY,10248,30,100.0,5,3053.7,Cancelled,2,5,2004,Vintage Cars,88,S24_3151,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NOT PROVIDED,10022,USA,NA,Yu,Kwai,Medium,false,false,false,false,30.0,100.0,3053.7,88.0
Montreal,Quebec,10261,22,91.17,3,2005.74,Shipped,2,6,2004,Vintage Cars,88,S24_3151,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,NOT PROVIDED,H1J 1C3,Canada,NA,Fresnisre,Jean,Small,false,false,false,false,22.0,91.17,2005.74,88.0
Bruxelles,Bruxelles,10273,27,100.0,6,2796.12,Shipped,3,7,2004,Vintage Cars,88,S24_3151,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,NOT PROVIDED,B-1180,Belgium,EMEA,Dewey,Catherine,Small,false,false,false,false,27.0,100.0,2796.12,88.0
Tsawassen,BC,10283,34,92.94,8,3159.96,Shipped,3,8,2004,Vintage Cars,88,S24_3151,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,NOT PROVIDED,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium,false,false,false,false,34.0,92.94,3159.96,88.0
Boston,MA,10295,46,84.97,3,3908.62,Shipped,3,9,2004,Vintage Cars,88,S24_3151,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,NOT PROVIDED,51003,USA,NA,Yoshido,Juri,Medium,false,false,false,false,46.0,84.97,3908.62,88.0
Manchester,Manchester,10306,31,84.08,2,2606.48,Shipped,4,10,2004,Vintage Cars,88,S24_3151,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,NOT PROVIDED,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,false,false,false,false,31.0,84.08,2606.48,88.0
Nantes,Nantes,10315,24,86.74,1,2081.76,Shipped,4,10,2004,Vintage Cars,88,S24_3151,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Small,false,false,false,false,24.0,86.74,2081.76,88.0
Lule,Lule,10326,41,85.85,3,3519.85,Shipped,4,11,2004,Vintage Cars,88,S24_3151,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,NOT PROVIDED,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,false,false,false,false,41.0,85.85,3519.85,88.0
Minato-ku,Tokyo,10339,55,100.0,13,10758.0,Shipped,4,11,2004,Vintage Cars,88,S24_3151,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,NOT PROVIDED,106-0032,Japan,Japan,Shimamura,Akiko,Large,false,false,true,false,55.0,100.0,7820.545000000001,88.0
Madrid,Madrid,10350,30,100.0,9,3021.0,Shipped,4,12,2004,Vintage Cars,88,S24_3151,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,30.0,100.0,3021.0,88.0
Oulu,Oulu,10373,33,57.32,12,1891.56,Shipped,1,1,2005,Vintage Cars,88,S24_3151,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,NOT PROVIDED,90110,Finland,EMEA,Koskitalo,Pirkko,Small,false,false,false,false,33.0,57.32,1891.56,88.0
San Francisco,CA,10384,43,97.87,2,4208.41,Shipped,1,2,2005,Vintage Cars,88,S24_3151,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,NOT PROVIDED,CA00000,USA,NA,Brown,Julie,Medium,false,false,false,false,43.0,97.87,4208.41,88.0
San Rafael,CA,10396,27,83.2,7,2246.4,Shipped,1,3,2005,Vintage Cars,88,S24_3151,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,27.0,83.2,2246.4,88.0
Boston,MA,10414,60,100.0,5,6107.4,On Hold,2,5,2005,Vintage Cars,88,S24_3151,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,NOT PROVIDED,51003,USA,NA,Yoshido,Juri,Medium,false,false,false,false,60.0,100.0,6107.4,88.0
Manchester,Manchester,10110,27,73.62,12,1987.74,Shipped,1,3,2003,Classic Cars,85,S24_3191,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,NOT PROVIDED,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,false,false,false,false,27.0,73.62,1987.74,85.0
Las Vegas,NV,10124,49,83.04,11,4068.96,Shipped,2,5,2003,Classic Cars,85,S24_3191,Signal Gift Stores,7025551838,8489 Strong St.,NOT PROVIDED,83030,USA,NA,King,Sue,Medium,false,false,false,false,49.0,83.04,4068.96,85.0
North Sydney,NSW,10148,31,73.62,5,2282.22,Shipped,3,9,2003,Classic Cars,85,S24_3191,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,2060,Australia,APAC,O'Hara,Anna,Small,false,false,false,false,31.0,73.62,2282.22,85.0
Aaarhus,Aaarhus,10161,20,77.05,4,1541.0,Shipped,4,10,2003,Classic Cars,85,S24_3191,Heintze Collectables,86 21 3555,Smagsloget 45,NOT PROVIDED,8200,Denmark,EMEA,Ibsen,Palle,Small,false,false,false,false,20.0,77.05,1541.0,85.0
Bridgewater,CT,10172,24,81.33,2,1951.92,Shipped,4,11,2003,Classic Cars,85,S24_3191,Gift Depot Inc.,2035552570,25593 South Bay Ln.,NOT PROVIDED,97562,USA,NA,King,Julie,Small,false,false,false,false,24.0,81.33,1951.92,85.0
San Rafael,CA,10182,33,94.17,15,3107.61,Shipped,4,11,2003,Classic Cars,85,S24_3191,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,33.0,94.17,3107.61,85.0
Nashua,NH,10192,32,72.77,3,2328.64,Shipped,4,11,2003,Classic Cars,85,S24_3191,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,NOT PROVIDED,62005,USA,NA,Young,Valarie,Small,false,false,false,false,32.0,72.77,2328.64,85.0
NYC,NY,10204,40,79.62,9,3184.8,Shipped,4,12,2003,Classic Cars,85,S24_3191,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,10022,USA,NA,Young,Jeff,Medium,false,false,false,false,40.0,79.62,3184.8,85.0
Madrid,Madrid,10212,27,79.62,2,2149.74,Shipped,1,1,2004,Classic Cars,85,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,27.0,79.62,2149.74,85.0
Lyon,Lyon,10227,40,79.62,15,3184.8,Shipped,1,3,2004,Classic Cars,85,S24_3191,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",NOT PROVIDED,69004,France,EMEA,Saveley,Mary,Medium,false,false,false,false,40.0,79.62,3184.8,85.0
Strasbourg,Strasbourg,10241,26,81.33,7,2114.58,Shipped,2,4,2004,Classic Cars,85,S24_3191,Mini Caravy,88.60.1555,"24, place Kluber",NOT PROVIDED,67000,France,EMEA,Citeaux,Frederique,Small,false,false,false,false,26.0,81.33,2114.58,85.0
NYC,NY,10267,44,96.74,4,4256.56,Shipped,3,7,2004,Classic Cars,85,S24_3191,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,10022,USA,NA,Young,Jeff,Medium,false,false,false,false,44.0,96.74,4256.56,85.0
Madrid,Madrid,10279,33,71.06,4,2344.98,Shipped,3,8,2004,Classic Cars,85,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,33.0,71.06,2344.98,85.0
Singapore,Singapore,10288,34,68.49,10,2328.66,Shipped,3,9,2004,Classic Cars,85,S24_3191,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,69045,Singapore,APAC,Victorino,Wendy,Small,false,false,false,false,34.0,68.49,2328.66,85.0
Liverpool,Liverpool,10302,48,74.48,6,3575.04,Shipped,4,10,2003,Classic Cars,85,S24_3191,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,NOT PROVIDED,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,false,false,false,false,48.0,74.48,3575.04,85.0
Madrid,Madrid,10311,25,83.04,5,2076.0,Shipped,4,10,2004,Classic Cars,85,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,25.0,83.04,2076.0,85.0
New Bedford,MA,10321,39,84.75,2,3305.25,Shipped,4,11,2004,Classic Cars,85,S24_3191,FunGiftIdeas.com,5085552555,1785 First Street,NOT PROVIDED,50553,USA,NA,Benitez,Violeta,Medium,false,false,false,false,39.0,84.75,3305.25,85.0
Manchester,Manchester,10332,45,34.19,12,1538.55,Shipped,4,11,2004,Classic Cars,85,S24_3191,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,NOT PROVIDED,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,false,false,false,false,45.0,34.19,1538.55,85.0
Las Vegas,NV,10346,24,100.0,2,3325.92,Shipped,4,11,2004,Classic Cars,85,S24_3191,Signal Gift Stores,7025551838,8489 Strong St.,NOT PROVIDED,83030,USA,NA,King,Sue,Medium,false,false,false,false,24.0,100.0,3325.92,85.0
San Rafael,CA,10368,46,79.62,1,3662.52,Shipped,1,1,2005,Classic Cars,85,S24_3191,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,46.0,79.62,3662.52,85.0
Madrid,Madrid,10380,44,79.06,9,3478.64,Shipped,1,2,2005,Classic Cars,85,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,44.0,79.06,3478.64,85.0
San Jose,CA,10407,13,81.33,7,1057.29,On Hold,2,4,2005,Classic Cars,85,S24_3191,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,NOT PROVIDED,94217,USA,NA,Frick,Sue,Small,false,false,false,false,13.0,81.33,1057.29,85.0
Chatswood,NSW,10420,35,96.74,10,3385.9,In Process,2,5,2005,Classic Cars,85,S24_3191,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,2067,Australia,APAC,Huxley,Adrian,Medium,false,false,false,false,35.0,96.74,3385.9,85.0
Makati City,Makati City,10108,30,63.07,5,1892.1,Shipped,1,3,2003,Classic Cars,61,S24_3371,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,NOT PROVIDED,1227 MM,Philippines,Japan,Cruz,Arnold,Small,false,false,false,false,30.0,63.07,1892.1,61.0
Marseille,Marseille,10122,34,50.21,9,1707.14,Shipped,2,5,2003,Classic Cars,61,S24_3371,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",NOT PROVIDED,13008,France,EMEA,Lebihan,Laurence,Small,false,false,false,false,34.0,50.21,1707.14,61.0
San Rafael,CA,10135,27,66.13,6,1785.51,Shipped,3,7,2003,Classic Cars,61,S24_3371,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,27.0,66.13,1785.51,61.0
Brickhaven,MA,10147,30,68.58,6,2057.4,Shipped,3,9,2003,Classic Cars,61,S24_3371,Collectables For Less Inc.,6175558555,7825 Douglas Av.,NOT PROVIDED,58339,USA,NA,Nelson,Allen,Small,false,false,false,false,30.0,68.58,2057.4,61.0
San Francisco,CA,10159,50,69.8,1,3490.0,Shipped,4,10,2003,Classic Cars,61,S24_3371,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,NOT PROVIDED,CA00000,USA,NA,Brown,Julie,Medium,false,false,false,false,50.0,69.8,3490.0,61.0
North Sydney,NSW,10169,34,50.21,1,1707.14,Shipped,4,11,2003,Classic Cars,61,S24_3371,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,2060,Australia,APAC,O'Hara,Anna,Small,false,false,false,false,34.0,50.21,1707.14,61.0
